return_id,order_id,return_date,reason,refund_amount
22499,280601,2023-10-13,Changed Mind,172.84
22500,244404,2025-06-09,Size Issue,67.82
22501,245384,2023-04-08,Other,162.08
22502,126182,2023-12-19,Changed Mind,82.28
22503,170170,2023-08-22,Defective,51.82
22504,237823,2023-12-27,Late Delivery,52.47
22505,233349,2023-09-24,Late Delivery,12.86
22506,205337,2024-07-26,Defective,26.21
22507,9691,2024-01-02,Size Issue,46.9
22508,158681,2023-07-14,Changed Mind,5.31
22509,138687,2023-08-19,Late Delivery,1078.22
22510,131603,2024-10-15,Other,26.91
22511,80051,2023-05-02,Changed Mind,54.82
22512,114750,2023-12-09,Defective,12.02
22513,131110,2024-11-30,Size Issue,58.4
22514,225991,2023-07-27,Defective,23.63
22515,240221,2025-01-03,Defective,42.92
22516,70221,2023-10-05,Changed Mind,21.58
22517,98097,2025-06-19,Changed Mind,99.55
22518,212565,2023-12-21,Size Issue,92.08
22519,112679,2023-11-20,Late Delivery,106.94
22520,163699,2025-06-14,Changed Mind,128.61
22521,241774,2025-02-24,Defective,50.47
22522,245273,2023-11-18,Defective,6.54
22523,41131,2023-03-25,Size Issue,46.36
22524,139815,2024-04-20,Defective,134.74
22525,141363,2024-10-29,Changed Mind,12.63
22526,180478,2025-08-11,Defective,29.71
22527,93736,2024-05-07,Changed Mind,16.6
22528,901,2023-08-28,Defective,26.38
22529,194178,2024-09-12,Changed Mind,106.5
22530,45070,2025-02-25,Late Delivery,16.76
22531,227985,2025-04-09,Size Issue,27.67
22532,169443,2025-06-10,Late Delivery,31.52
22533,283158,2025-03-12,Other,17.87
22534,211387,2023-03-03,Other,174.29
22535,64442,2023-08-16,Size Issue,115.45
22536,71501,2024-09-04,Changed Mind,41.57
22537,104169,2025-04-20,Changed Mind,69.26
22538,82480,2023-04-04,Other,31.86
22539,10924,2024-05-08,Defective,46.0
22540,253265,2025-07-09,Changed Mind,29.82
22541,213976,2025-04-11,Other,14.07
22542,108285,2025-05-27,Wrong Item,25.12
22543,115294,2024-11-27,Changed Mind,87.01
22544,158334,2023-07-17,Defective,70.48
22545,74264,2024-11-04,Changed Mind,46.07
22546,115370,2024-08-02,Late Delivery,13.51
22547,90580,2025-02-20,Other,73.22
22548,186118,2024-01-29,Size Issue,181.86
22549,176064,2024-06-03,Size Issue,55.72
22550,28102,2023-10-25,Defective,18.09
22551,1520,2023-09-04,Defective,11.14
22552,246734,2023-05-14,Wrong Item,5.47
22553,197913,2024-12-15,Size Issue,63.77
22554,216872,2024-09-25,Wrong Item,46.27
22555,279879,2025-03-25,Wrong Item,56.82
22556,110780,2024-01-12,Late Delivery,8.85
22557,257539,2024-12-29,Other,10.65
22558,180086,2025-06-22,Size Issue,80.26
22559,192206,2025-04-10,Changed Mind,61.46
22560,265221,2025-01-26,Changed Mind,82.08
22561,81175,2023-05-23,Late Delivery,14.14
22562,212689,2024-05-31,Wrong Item,40.7
22563,140369,2023-05-13,Defective,19.37
22564,23232,2025-04-28,Late Delivery,19.49
22565,104562,2023-11-19,Changed Mind,13.31
22566,268886,2023-12-07,Wrong Item,47.86
22567,51135,2025-08-22,Size Issue,14.88
22568,117124,2023-09-17,Defective,149.0
22569,278609,2024-02-10,Changed Mind,208.69
22570,17638,2024-07-03,Other,13.69
22571,87553,2024-02-19,Late Delivery,52.03
22572,293342,2023-11-09,Wrong Item,40.62
22573,127686,2023-06-16,Other,24.2
22574,42201,2024-08-28,Other,7.21
22575,14548,2024-10-22,Late Delivery,37.35
22576,71831,2024-04-04,Size Issue,50.31
22577,218226,2023-02-23,Size Issue,15.69
22578,55213,2024-03-15,Other,167.87
22579,136096,2024-02-10,Changed Mind,85.67
22580,268448,2025-07-25,Changed Mind,10.3
22581,179471,2023-02-03,Defective,98.22
22582,262587,2024-01-20,Size Issue,85.43
22583,247483,2024-06-27,Other,177.86
22584,177561,2023-03-10,Other,482.7
22585,76400,2025-08-22,Size Issue,42.89
22586,62769,2025-06-30,Defective,29.1
22587,144778,2023-12-18,Late Delivery,30.36
22588,69074,2025-08-12,Late Delivery,53.6
22589,210934,2023-10-11,Changed Mind,218.46
22590,289546,2023-08-31,Size Issue,51.58
22591,183675,2023-08-26,Wrong Item,43.81
22592,160500,2024-02-09,Defective,17.75
22593,218781,2025-05-14,Changed Mind,359.64
22594,144784,2025-06-02,Changed Mind,10.74
22595,220052,2024-11-03,Wrong Item,29.45
22596,6073,2023-04-24,Late Delivery,178.33
22597,125521,2025-04-13,Defective,37.28
22598,2069,2025-08-25,Changed Mind,169.83
22599,173297,2023-01-04,Late Delivery,46.88
22600,199096,2024-04-27,Defective,6.23
22601,229009,2023-05-04,Other,42.0
22602,143162,2023-01-26,Wrong Item,65.35
22603,90180,2024-05-18,Size Issue,18.56
22604,217379,2023-05-31,Other,31.91
22605,199249,2023-08-23,Changed Mind,153.38
22606,154532,2023-03-18,Defective,16.62
22607,269066,2025-01-15,Size Issue,16.17
22608,72905,2025-06-24,Changed Mind,10.7
22609,131454,2023-09-17,Late Delivery,31.96
22610,80938,2025-01-28,Defective,30.91
22611,123306,2023-11-11,Late Delivery,260.69
22612,129959,2024-05-13,Other,161.18
22613,94890,2025-02-07,Size Issue,17.48
22614,29701,2023-04-03,Other,51.05
22615,94441,2024-08-16,Size Issue,118.86
22616,146221,2024-06-21,Size Issue,10.99
22617,289153,2024-08-21,Size Issue,75.83
22618,291269,2024-03-21,Late Delivery,25.45
22619,181612,2023-06-24,Other,93.79
22620,241685,2024-10-24,Changed Mind,61.42
22621,250875,2025-04-05,Size Issue,28.77
22622,122321,2025-04-25,Changed Mind,29.42
22623,93433,2024-09-12,Other,34.69
22624,75219,2024-05-07,Defective,163.22
22625,17143,2025-07-23,Size Issue,54.45
22626,142779,2024-10-31,Defective,406.06
22627,192239,2024-03-12,Changed Mind,9.96
22628,10463,2025-01-13,Changed Mind,26.75
22629,25588,2025-06-03,Changed Mind,68.81
22630,37698,2023-05-04,Size Issue,159.58
22631,60209,2023-03-14,Changed Mind,38.14
22632,214645,2023-06-29,Late Delivery,36.43
22633,34293,2024-06-13,Size Issue,180.84
22634,21592,2024-09-24,Size Issue,11.05
22635,5986,2025-02-20,Wrong Item,217.17
22636,74067,2025-07-18,Wrong Item,82.05
22637,11414,2023-07-12,Late Delivery,40.51
22638,68632,2023-12-10,Late Delivery,148.09
22639,196031,2024-12-26,Size Issue,111.77
22640,255339,2024-08-18,Late Delivery,35.13
22641,116104,2024-04-08,Changed Mind,49.73
22642,183367,2024-07-27,Changed Mind,73.88
22643,139374,2023-04-28,Other,74.26
22644,124896,2024-05-26,Wrong Item,28.93
22645,249140,2023-06-12,Wrong Item,10.88
22646,211757,2023-04-29,Wrong Item,38.2
22647,75808,2025-03-03,Wrong Item,24.7
22648,120429,2023-10-09,Late Delivery,39.33
22649,265916,2023-08-10,Changed Mind,20.64
22650,272700,2024-12-19,Other,36.8
22651,9313,2023-04-09,Defective,7.64
22652,87474,2023-11-13,Defective,283.7
22653,140063,2023-02-10,Late Delivery,31.46
22654,128103,2024-09-23,Size Issue,28.19
22655,171203,2024-02-16,Size Issue,36.26
22656,194828,2024-07-08,Changed Mind,340.62
22657,110365,2024-11-03,Changed Mind,119.26
22658,87066,2024-03-23,Size Issue,8.19
22659,265474,2024-09-14,Defective,27.53
22660,279783,2024-11-29,Defective,15.26
22661,87106,2023-08-17,Changed Mind,53.02
22662,31541,2025-04-16,Size Issue,13.83
22663,47298,2025-05-09,Late Delivery,99.8
22664,23489,2024-03-28,Defective,48.8
22665,26826,2023-04-29,Wrong Item,105.54
22666,28039,2025-07-20,Late Delivery,17.61
22667,242006,2025-06-30,Changed Mind,343.99
22668,137962,2023-05-19,Size Issue,22.94
22669,213549,2024-10-16,Late Delivery,37.3
22670,124590,2024-08-17,Late Delivery,9.89
22671,80364,2023-11-06,Wrong Item,47.19
22672,158722,2025-01-04,Changed Mind,90.26
22673,59789,2023-06-10,Changed Mind,25.49
22674,160355,2023-12-11,Late Delivery,268.93
22675,208676,2024-03-31,Changed Mind,24.62
22676,192034,2024-05-19,Defective,7.18
22677,272742,2025-06-02,Other,123.73
22678,22663,2025-02-09,Late Delivery,85.83
22679,296705,2024-10-30,Defective,130.61
22680,11275,2023-05-04,Wrong Item,46.96
22681,287469,2025-01-13,Late Delivery,9.84
22682,49734,2024-12-22,Size Issue,137.34
22683,198074,2025-07-17,Size Issue,285.51
22684,233053,2025-07-23,Defective,8.67
22685,113255,2025-02-14,Late Delivery,65.34
22686,205431,2025-05-24,Size Issue,115.35
22687,205869,2024-11-10,Wrong Item,6.93
22688,98843,2023-11-28,Size Issue,3.69
22689,97433,2025-05-03,Wrong Item,52.83
22690,118742,2025-08-22,Size Issue,179.67
22691,14312,2024-06-14,Changed Mind,35.08
22692,91372,2023-12-13,Size Issue,6.2
22693,102873,2023-07-27,Late Delivery,227.44
22694,27056,2024-02-18,Size Issue,54.96
22695,56390,2025-02-14,Size Issue,155.41
22696,114627,2023-10-27,Changed Mind,7.35
22697,78667,2025-05-02,Wrong Item,30.63
22698,99809,2025-02-08,Wrong Item,18.2
22699,202362,2025-05-26,Defective,207.75
22700,253980,2023-11-20,Wrong Item,70.17
22701,40647,2023-01-26,Late Delivery,30.06
22702,28337,2025-01-02,Defective,210.15
22703,227590,2023-04-03,Wrong Item,34.09
22704,117116,2023-02-13,Other,50.73
22705,176253,2025-06-29,Wrong Item,10.61
22706,192862,2025-03-10,Other,22.57
22707,179113,2024-10-26,Wrong Item,19.56
22708,208520,2024-11-14,Size Issue,54.37
22709,171393,2023-03-06,Other,103.92
22710,285352,2023-03-22,Changed Mind,172.68
22711,70988,2023-04-11,Size Issue,165.89
22712,84135,2023-09-30,Changed Mind,82.89
22713,244171,2023-09-25,Size Issue,6.63
22714,8126,2023-09-27,Wrong Item,350.53
22715,267494,2025-06-22,Defective,21.18
22716,142283,2025-05-08,Changed Mind,5.85
22717,8173,2023-06-14,Size Issue,19.57
22718,295757,2023-09-28,Size Issue,15.8
22719,217685,2023-06-27,Late Delivery,101.64
22720,274429,2023-11-06,Defective,33.8
22721,96986,2025-05-20,Wrong Item,81.57
22722,236770,2025-01-16,Defective,22.57
22723,148880,2023-04-16,Late Delivery,44.04
22724,292289,2025-02-05,Changed Mind,99.59
22725,179573,2023-02-09,Late Delivery,6.04
22726,255305,2023-01-05,Changed Mind,46.74
22727,99904,2024-09-23,Defective,18.96
22728,57427,2025-07-24,Late Delivery,74.76
22729,165900,2023-09-08,Late Delivery,12.06
22730,173961,2024-05-20,Late Delivery,72.3
22731,23767,2025-04-30,Size Issue,75.59
22732,26889,2023-09-01,Defective,31.06
22733,189525,2025-04-07,Size Issue,6.79
22734,18125,2023-07-18,Wrong Item,13.83
22735,63201,2024-01-08,Late Delivery,59.07
22736,114134,2023-11-16,Defective,23.1
22737,35699,2024-12-25,Size Issue,30.34
22738,276043,2023-05-26,Size Issue,110.52
22739,206483,2024-07-27,Wrong Item,8.6
22740,6241,2024-01-11,Size Issue,66.97
22741,232152,2023-10-16,Late Delivery,171.15
22742,98339,2024-12-08,Defective,6.0
22743,131903,2025-06-05,Wrong Item,36.9
22744,233437,2024-05-04,Size Issue,33.84
22745,238587,2025-08-07,Defective,55.91
22746,219276,2024-10-23,Changed Mind,38.03
22747,16052,2023-03-28,Defective,9.92
22748,181818,2025-02-09,Size Issue,202.88
22749,283891,2024-11-12,Defective,131.32
22750,231666,2025-06-26,Changed Mind,187.69
22751,119311,2025-02-07,Late Delivery,9.73
22752,215641,2025-03-23,Other,19.56
22753,241703,2023-12-06,Changed Mind,7.48
22754,44082,2024-11-30,Late Delivery,22.91
22755,111800,2024-03-08,Size Issue,6.37
22756,284585,2023-12-02,Late Delivery,10.22
22757,74791,2024-05-10,Late Delivery,27.46
22758,185330,2023-12-18,Size Issue,42.92
22759,206882,2025-06-15,Other,99.53
22760,212455,2023-07-01,Changed Mind,60.68
22761,5945,2024-10-19,Late Delivery,89.19
22762,16187,2024-04-06,Defective,19.1
22763,42217,2023-11-02,Late Delivery,58.39
22764,222640,2023-10-19,Wrong Item,72.8
22765,82259,2024-05-20,Changed Mind,68.55
22766,143098,2023-08-25,Defective,27.81
22767,273014,2024-04-24,Size Issue,87.47
22768,268600,2025-08-17,Other,26.86
22769,119271,2024-03-15,Defective,203.75
22770,247053,2025-08-14,Changed Mind,302.94
22771,209093,2025-01-04,Wrong Item,13.48
22772,282969,2024-04-11,Late Delivery,85.02
22773,189438,2023-02-04,Size Issue,9.62
22774,206147,2025-03-12,Size Issue,24.23
22775,114748,2025-03-14,Late Delivery,17.42
22776,45190,2023-08-03,Late Delivery,12.52
22777,90925,2024-06-17,Late Delivery,89.35
22778,238918,2024-03-27,Size Issue,40.08
22779,109119,2025-04-29,Size Issue,266.5
22780,173149,2024-04-14,Defective,77.4
22781,290840,2025-01-12,Defective,49.85
22782,274714,2023-02-09,Defective,18.73
22783,275571,2024-12-25,Late Delivery,15.78
22784,127287,2024-05-21,Defective,93.89
22785,105884,2023-11-08,Size Issue,49.52
22786,180327,2025-04-22,Late Delivery,17.75
22787,260733,2024-10-03,Size Issue,40.88
22788,7232,2024-04-04,Late Delivery,167.14
22789,197364,2023-10-18,Other,12.75
22790,225560,2024-12-07,Changed Mind,53.18
22791,247475,2024-01-28,Defective,97.23
22792,285755,2025-04-18,Defective,350.58
22793,135380,2024-08-01,Defective,37.49
22794,14484,2023-08-03,Size Issue,48.15
22795,250795,2025-04-11,Late Delivery,75.01
22796,44404,2024-05-18,Late Delivery,51.67
22797,218570,2024-04-22,Size Issue,29.49
22798,108310,2023-01-15,Size Issue,29.77
22799,29562,2023-08-15,Late Delivery,4.19
22800,275074,2023-09-05,Late Delivery,600.18
22801,129955,2023-08-08,Late Delivery,39.78
22802,208291,2025-04-07,Changed Mind,228.59
22803,208210,2023-05-10,Changed Mind,160.6
22804,268835,2024-01-22,Size Issue,32.21
22805,72349,2023-09-29,Defective,31.27
22806,197646,2024-01-29,Size Issue,269.22
22807,188815,2025-08-04,Size Issue,44.18
22808,76791,2024-05-05,Late Delivery,3.0
22809,140065,2024-09-30,Defective,77.11
22810,269251,2025-07-19,Defective,16.81
22811,236280,2023-01-23,Late Delivery,108.97
22812,31095,2024-04-22,Other,174.1
22813,159846,2024-06-21,Wrong Item,181.61
22814,114069,2024-03-21,Size Issue,62.8
22815,86496,2024-10-24,Changed Mind,11.72
22816,136009,2025-02-08,Late Delivery,4.72
22817,144269,2024-06-22,Changed Mind,21.48
22818,197444,2023-08-28,Size Issue,73.15
22819,19177,2024-03-02,Size Issue,153.64
22820,243910,2023-03-06,Wrong Item,24.9
22821,80559,2023-08-28,Late Delivery,50.33
22822,251654,2023-03-08,Size Issue,93.9
22823,31422,2024-07-11,Defective,34.55
22824,295398,2024-01-20,Size Issue,32.25
22825,26741,2023-05-08,Changed Mind,11.62
22826,150173,2025-07-07,Size Issue,634.76
22827,115367,2023-03-09,Late Delivery,140.72
22828,178119,2025-03-29,Size Issue,23.39
22829,74036,2023-12-16,Size Issue,41.65
22830,99254,2025-02-07,Defective,10.91
22831,290864,2025-02-07,Defective,74.89
22832,149341,2023-07-27,Changed Mind,67.21
22833,257335,2023-11-04,Changed Mind,30.12
22834,30178,2023-04-14,Size Issue,81.58
22835,87817,2024-01-07,Changed Mind,18.64
22836,48050,2023-03-16,Other,107.61
22837,291182,2024-01-24,Late Delivery,15.38
22838,153850,2024-09-25,Changed Mind,274.02
22839,257136,2023-04-14,Wrong Item,325.37
22840,25328,2025-05-15,Size Issue,8.49
22841,118739,2023-08-25,Late Delivery,18.17
22842,193636,2023-03-24,Wrong Item,63.96
22843,190400,2025-04-01,Size Issue,58.59
22844,89317,2023-06-14,Size Issue,104.22
22845,121176,2025-06-11,Changed Mind,20.78
22846,97799,2024-01-12,Wrong Item,10.3
22847,70544,2023-07-11,Size Issue,14.92
22848,92073,2023-02-08,Size Issue,13.71
22849,155879,2025-08-13,Defective,105.3
22850,231771,2025-06-26,Other,13.15
22851,97996,2024-11-12,Size Issue,19.98
22852,85380,2024-12-26,Changed Mind,55.59
22853,110754,2024-05-11,Defective,76.3
22854,60183,2023-04-11,Late Delivery,23.59
22855,34325,2023-01-05,Changed Mind,42.34
22856,179790,2024-08-06,Defective,240.0
22857,110670,2025-01-20,Wrong Item,18.22
22858,183315,2023-11-18,Changed Mind,41.6
22859,264952,2023-03-06,Changed Mind,142.67
22860,203684,2025-08-21,Late Delivery,36.89
22861,33217,2024-06-26,Changed Mind,140.7
22862,260877,2025-07-03,Late Delivery,24.79
22863,3088,2025-01-27,Wrong Item,104.99
22864,278989,2025-03-16,Size Issue,19.23
22865,34606,2025-04-16,Changed Mind,91.65
22866,17319,2025-03-14,Wrong Item,17.66
22867,261587,2024-08-09,Size Issue,17.8
22868,93599,2024-09-27,Defective,165.9
22869,82239,2023-02-26,Size Issue,90.06
22870,70933,2023-05-02,Size Issue,38.89
22871,105844,2025-03-23,Late Delivery,118.67
22872,220845,2025-02-03,Other,522.84
22873,169755,2023-01-24,Late Delivery,41.89
22874,249181,2024-10-12,Size Issue,40.45
22875,78291,2024-07-25,Size Issue,17.27
22876,66862,2025-07-13,Size Issue,59.55
22877,208048,2024-06-30,Other,13.33
22878,29227,2023-02-26,Size Issue,58.39
22879,125403,2024-12-30,Changed Mind,18.38
22880,213246,2023-06-20,Wrong Item,212.71
22881,294120,2024-10-12,Late Delivery,58.06
22882,72678,2025-01-04,Late Delivery,73.67
22883,240111,2024-05-24,Late Delivery,87.11
22884,265441,2025-08-01,Changed Mind,117.21
22885,252974,2025-04-30,Other,56.52
22886,125584,2023-11-13,Size Issue,94.52
22887,236911,2025-01-03,Changed Mind,134.36
22888,97069,2025-08-14,Changed Mind,96.09
22889,104608,2024-06-02,Late Delivery,21.2
22890,148788,2024-12-30,Size Issue,81.37
22891,194601,2025-04-18,Wrong Item,143.67
22892,76886,2024-09-28,Late Delivery,41.14
22893,6623,2025-03-02,Wrong Item,53.87
22894,50306,2024-12-04,Late Delivery,31.49
22895,186156,2023-07-28,Late Delivery,120.77
22896,27614,2024-04-21,Defective,37.15
22897,137484,2024-12-13,Late Delivery,20.29
22898,15087,2024-06-14,Size Issue,41.22
22899,33053,2024-01-18,Size Issue,36.39
22900,234188,2025-02-10,Defective,127.46
22901,193456,2023-03-11,Size Issue,77.21
22902,138022,2024-02-08,Other,57.13
22903,260257,2023-04-17,Late Delivery,103.26
22904,63711,2024-03-16,Other,82.46
22905,251757,2023-09-03,Size Issue,5.37
22906,224920,2024-11-30,Size Issue,89.16
22907,69098,2023-03-07,Defective,45.92
22908,104963,2025-07-18,Other,35.49
22909,3335,2023-11-15,Defective,137.24
22910,225261,2025-05-01,Wrong Item,77.28
22911,167775,2023-11-20,Wrong Item,30.78
22912,204195,2025-03-23,Defective,39.62
22913,227933,2024-09-03,Defective,23.2
22914,153865,2024-06-20,Wrong Item,49.69
22915,168473,2023-06-27,Other,31.45
22916,55253,2024-08-17,Size Issue,103.58
22917,202173,2023-03-11,Size Issue,31.12
22918,163943,2023-03-05,Wrong Item,46.87
22919,147567,2023-08-18,Defective,9.78
22920,173331,2023-02-22,Changed Mind,176.14
22921,91651,2024-10-02,Size Issue,22.69
22922,49884,2025-02-21,Other,35.14
22923,46121,2024-03-12,Defective,13.65
22924,140804,2023-09-04,Size Issue,49.65
22925,121935,2024-03-23,Size Issue,45.68
22926,186204,2023-01-24,Late Delivery,17.19
22927,253371,2025-02-27,Late Delivery,14.35
22928,82811,2024-01-31,Wrong Item,114.12
22929,274229,2023-07-10,Wrong Item,7.39
22930,223506,2023-07-15,Wrong Item,6.01
22931,115230,2024-04-16,Other,66.85
22932,208807,2024-05-22,Defective,49.97
22933,91346,2023-12-21,Defective,77.77
22934,122436,2024-12-29,Size Issue,35.56
22935,197917,2024-12-03,Wrong Item,30.77
22936,146466,2024-01-17,Late Delivery,56.43
22937,194609,2024-03-07,Wrong Item,79.73
22938,260774,2024-10-27,Defective,28.87
22939,43858,2025-08-12,Changed Mind,90.81
22940,132127,2023-10-14,Changed Mind,29.06
22941,40167,2023-05-03,Late Delivery,3.27
22942,172125,2024-04-14,Other,41.39
22943,299603,2023-07-17,Changed Mind,70.15
22944,257773,2025-07-02,Late Delivery,44.71
22945,129347,2025-04-09,Wrong Item,3.91
22946,276287,2025-01-28,Defective,23.62
22947,75181,2023-07-05,Wrong Item,5.17
22948,92735,2024-10-20,Changed Mind,26.75
22949,60891,2025-02-13,Changed Mind,31.61
22950,70008,2025-01-01,Defective,65.36
22951,132841,2024-01-29,Size Issue,133.05
22952,116861,2023-01-10,Changed Mind,14.11
22953,156328,2024-05-05,Late Delivery,11.62
22954,203005,2024-03-12,Other,50.11
22955,260061,2024-10-27,Other,38.97
22956,289149,2023-11-03,Defective,122.97
22957,286592,2024-02-28,Size Issue,60.17
22958,149481,2023-03-10,Size Issue,38.9
22959,270495,2023-08-30,Wrong Item,16.24
22960,18342,2023-03-13,Late Delivery,678.84
22961,56042,2024-06-02,Wrong Item,19.11
22962,172918,2023-01-14,Late Delivery,327.47
22963,239776,2023-05-02,Wrong Item,23.7
22964,81087,2024-03-23,Defective,55.42
22965,168833,2024-09-21,Other,34.37
22966,152828,2023-07-16,Wrong Item,84.79
22967,43223,2025-06-06,Defective,52.9
22968,94585,2023-04-10,Size Issue,8.58
22969,61655,2025-02-03,Other,18.48
22970,83650,2024-10-28,Changed Mind,74.71
22971,154347,2023-12-23,Late Delivery,26.56
22972,195297,2025-06-29,Changed Mind,171.82
22973,214994,2023-09-20,Changed Mind,179.85
22974,178209,2023-10-14,Defective,72.3
22975,194934,2024-08-14,Size Issue,195.52
22976,190658,2024-01-15,Late Delivery,9.66
22977,251508,2025-07-30,Changed Mind,31.28
22978,284971,2023-07-16,Size Issue,77.83
22979,274702,2025-08-07,Changed Mind,18.28
22980,189573,2024-09-27,Changed Mind,22.11
22981,128873,2024-05-30,Changed Mind,76.96
22982,40518,2024-04-06,Other,20.52
22983,154198,2024-01-18,Size Issue,3.82
22984,134345,2023-04-11,Late Delivery,98.77
22985,116373,2024-07-18,Late Delivery,5.76
22986,68075,2025-05-20,Late Delivery,344.98
22987,40216,2024-01-14,Late Delivery,195.52
22988,38394,2024-05-30,Late Delivery,187.08
22989,286516,2023-09-18,Defective,62.16
22990,131132,2023-02-05,Other,48.8
22991,32771,2025-06-01,Changed Mind,19.43
22992,28758,2024-09-25,Late Delivery,26.69
22993,123840,2024-10-17,Defective,127.4
22994,26664,2024-06-05,Changed Mind,7.27
22995,17013,2023-01-18,Size Issue,40.34
22996,182163,2023-01-27,Wrong Item,43.97
22997,159985,2024-06-25,Defective,53.14
22998,221203,2023-07-16,Wrong Item,186.73
22999,254667,2023-10-04,Changed Mind,391.3
23000,137302,2024-01-31,Wrong Item,129.58
23001,177021,2024-01-01,Defective,29.25
23002,22781,2024-03-28,Defective,27.02
23003,263525,2024-11-04,Size Issue,115.8
23004,135229,2023-07-27,Changed Mind,191.36
23005,204073,2023-05-25,Defective,56.39
23006,52984,2023-10-03,Late Delivery,25.24
23007,21006,2024-09-02,Late Delivery,99.45
23008,213248,2024-05-25,Late Delivery,56.56
23009,145438,2023-07-05,Wrong Item,707.12
23010,99956,2023-04-10,Late Delivery,133.16
23011,259908,2023-10-10,Defective,111.57
23012,225938,2024-06-08,Defective,23.04
23013,168405,2024-01-11,Defective,45.09
23014,114299,2024-11-10,Defective,8.3
23015,196517,2025-06-21,Size Issue,15.69
23016,123588,2024-06-26,Other,7.62
23017,282807,2023-10-27,Wrong Item,163.89
23018,41174,2023-12-11,Changed Mind,5.87
23019,57490,2023-05-29,Wrong Item,87.39
23020,114976,2024-04-12,Other,37.97
23021,294735,2024-11-10,Defective,108.92
23022,292332,2023-04-04,Wrong Item,32.11
23023,66693,2024-11-04,Wrong Item,54.94
23024,1923,2023-07-17,Late Delivery,191.42
23025,153807,2023-05-19,Size Issue,23.56
23026,195299,2025-02-27,Defective,26.76
23027,101583,2023-04-08,Size Issue,188.99
23028,172676,2024-11-27,Defective,15.46
23029,23488,2023-02-12,Late Delivery,10.31
23030,66853,2024-07-19,Size Issue,30.13
23031,99682,2024-04-30,Late Delivery,236.18
23032,277999,2023-02-09,Defective,122.07
23033,196099,2025-01-29,Late Delivery,44.08
23034,186981,2023-08-17,Size Issue,66.21
23035,131799,2024-06-27,Late Delivery,64.82
23036,239810,2023-05-20,Size Issue,52.52
23037,77373,2023-08-05,Defective,170.24
23038,261617,2023-11-26,Late Delivery,246.77
23039,197800,2024-08-16,Defective,18.93
23040,4771,2024-06-06,Changed Mind,31.64
23041,188145,2024-08-20,Defective,31.47
23042,66393,2025-01-23,Changed Mind,65.94
23043,100173,2024-02-18,Late Delivery,104.96
23044,65468,2024-04-17,Other,6.87
23045,253433,2024-07-23,Defective,89.72
23046,92022,2023-03-01,Size Issue,64.21
23047,221842,2023-01-08,Changed Mind,13.86
23048,189590,2023-01-27,Size Issue,236.55
23049,66476,2023-03-15,Defective,79.32
23050,12348,2023-04-03,Late Delivery,31.4
23051,92084,2023-11-05,Wrong Item,197.43
23052,265745,2025-07-08,Changed Mind,25.87
23053,105487,2023-12-25,Changed Mind,51.97
23054,237406,2025-03-17,Changed Mind,17.66
23055,239595,2023-12-08,Late Delivery,14.91
23056,35182,2025-02-13,Late Delivery,28.17
23057,140360,2023-12-08,Late Delivery,13.59
23058,31152,2025-03-27,Size Issue,6.02
23059,263433,2023-11-01,Defective,25.35
23060,26218,2025-02-22,Wrong Item,33.16
23061,27601,2024-11-29,Wrong Item,90.64
23062,106842,2024-02-21,Changed Mind,43.09
23063,268927,2024-06-12,Other,123.68
23064,130356,2024-04-10,Defective,32.83
23065,127892,2025-03-07,Size Issue,56.1
23066,228088,2023-04-28,Changed Mind,40.41
23067,3420,2023-07-31,Late Delivery,77.44
23068,102220,2023-05-09,Late Delivery,44.58
23069,162229,2025-06-13,Changed Mind,26.43
23070,113562,2023-04-29,Changed Mind,20.66
23071,14743,2025-05-14,Changed Mind,2.54
23072,10962,2024-12-14,Defective,1.56
23073,171624,2024-05-23,Wrong Item,22.45
23074,251748,2023-08-04,Late Delivery,362.99
23075,296950,2023-01-12,Late Delivery,200.83
23076,269101,2023-12-26,Wrong Item,120.71
23077,87339,2025-07-31,Defective,71.15
23078,239973,2023-06-11,Wrong Item,20.55
23079,216108,2025-06-12,Size Issue,21.59
23080,140739,2024-03-24,Defective,46.29
23081,53883,2024-10-30,Wrong Item,16.9
23082,166092,2024-07-27,Changed Mind,117.3
23083,114633,2023-01-18,Late Delivery,15.84
23084,152057,2025-01-08,Late Delivery,13.46
23085,11311,2024-11-03,Changed Mind,12.8
23086,132954,2023-05-17,Late Delivery,31.66
23087,269554,2023-01-25,Other,31.61
23088,123614,2023-06-19,Late Delivery,39.05
23089,267057,2023-03-09,Defective,4.64
23090,67972,2023-11-20,Late Delivery,93.6
23091,16047,2024-06-06,Size Issue,11.61
23092,161213,2024-10-13,Wrong Item,93.64
23093,62315,2023-01-09,Late Delivery,22.28
23094,116235,2025-05-19,Defective,29.54
23095,199442,2025-07-07,Size Issue,33.01
23096,11881,2023-12-22,Defective,49.45
23097,32441,2024-09-02,Changed Mind,36.74
23098,164237,2024-03-28,Size Issue,21.84
23099,66959,2025-07-16,Changed Mind,24.76
23100,19155,2024-02-13,Size Issue,9.09
23101,262719,2024-02-02,Changed Mind,38.78
23102,6784,2025-01-28,Late Delivery,46.25
23103,171761,2023-11-03,Late Delivery,42.49
23104,218532,2023-12-01,Size Issue,10.6
23105,86083,2025-08-04,Changed Mind,19.3
23106,245888,2024-03-04,Wrong Item,64.8
23107,40098,2023-03-12,Defective,30.55
23108,177435,2024-07-15,Wrong Item,103.71
